source,text,created_at,retweet_count,favorite_count,clean_text,year,month,day,year_month,day_of_week,hour_of_day,handle,word_count,trade_date,prev_change,change_pc,target,char_count,lemmas_token,lemmas_text,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,dominant_topic,compound_score,neg_score,neu_score,pos_score
Twitter for iPhone,"The Trump Economy is setting records, and has a long way up to go....However, if anyone but me takes over in 2020 (I know the competition very well), there will be a Market Crash the likes of which has not been seen before! KEEP AMERICA GREAT",2019-06-15 09:44:20-04:00,18758.0,81052.0,the trump economy is setting records and has a long way up to go however if anyone but me takes over in 2020 i know the competition very well there will be a market crash the likes of which has not been seen before keep america great,2019,6,15,2019-06,5,9,,47,2019-06-16,-0.0011049693154382423,0.0003802288467043001,1,233,"['economy', 'set', 'record', 'long', 'way', 'take', 'know', 'competition', 'market', 'crash', 'like', 'see']",economy set record long way take know competition market crash like see,0.013,0.936,0.013,0.013,0.013,0.013,trade,0.9058,0.06,0.7070000000000001,0.233
Twitter for iPhone,"Our Farmers deserve this, they are GREAT! https://t.co/0dFkx0vUkl",2019-06-12 22:34:23-04:00,11557.0,48892.0,our farmers deserve this they are great,2019,6,12,2019-06,2,22,,7,2019-06-13,-0.0017652440657370816,0.004126259364423568,1,39,"['farmer', 'deserve']",farmer deserve,0.056,0.721,0.056,0.056,0.056,0.056,trade,0.7290000000000001,0.0,0.5770000000000001,0.423
Twitter for iPhone,RT @realDonaldTrump: The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shockingl…,2019-06-10 06:02:01-04:00,18855.0,0.0,rt the failing story on mexico and illegal immigration through our southern border has now been proven shockingl,2019,6,10,2019-06,0,6,@realDonaldTrump,18,2019-06-11,0.004588934564691671,-0.00024226390198878173,0,112,"['fail', 'story', 'mexico', 'illegal', 'immigration', 'southern', 'border', 'prove', 'shockingl']",fail story mexico illegal immigration southern border prove shockingl,0.271,0.6629999999999999,0.017,0.017,0.017,0.017,trade,-0.7845,0.27699999999999997,0.723,0.0
Twitter for iPhone,"Now with our new deal, Mexico is doing more for the USA on Illegal Immigration than the Democrats. In fact, the Democrats are doing NOTHING, they want Open Borders,
which means Illigal Immigration, Drugs and Crime.",2019-06-10 06:00:46-04:00,18295.0,72455.0,now with our new deal mexico is doing more for the usa on illegal immigration than the democrats in fact the democrats are doing nothing they want open borders which means illigal immigration drugs and crime,2019,6,10,2019-06,0,6,,36,2019-06-11,0.004588934564691671,-0.00024226390198878173,0,207,"['deal', 'mexico', 'usa', 'illegal', 'immigration', 'fact', 'open', 'border', 'mean', 'illigal', 'immigration', 'drug', 'crime']",deal mexico usa illegal immigration fact open border mean illigal immigration drug crime,0.012,0.94,0.012,0.012,0.012,0.012,trade,-0.8086,0.201,0.799,0.0
Twitter for iPhone,".....Mexico was not being cooperative on the Border in things we had, or didn’t have, and now I have full confidence, especially after speaking to their President yesterday, that they will be very cooperative and want to get the job properly done. Importantly, some things.....",2019-06-09 08:26:37-04:00,6234.0,22087.0,mexico was not being cooperative on the border in things we had or didn t have and now i have full confidence especially after speaking to their president yesterday that they will be very cooperative and want to get the job properly done importantly some things,2019,6,9,2019-06,6,8,,46,2019-06-10,0.010007043960970964,0.004588934564691671,1,261,"['mexico', 'cooperative', 'border', 'thing', 'didn', 't', 'confidence', 'especially', 'speak', 'yesterday', 'cooperative', 'job', 'properly', 'importantly', 'thing']",mexico cooperative border thing didn t confidence especially speak yesterday cooperative job properly importantly thing,0.011,0.944,0.011,0.011,0.011,0.011,trade,0.7322,0.0,0.8540000000000001,0.146
Twitter for iPhone,".....not mentioned in yesterday press release, one in particular, were agreed upon. That will be announced at the appropriate time. There is now going to be great cooperation between Mexico &amp; the USA, something that didn’t exist for decades. However, if for some unknown reason...",2019-06-09 08:26:37-04:00,15147.0,73931.0,not mentioned in yesterday press release one in particular were agreed upon that will be announced at the appropriate time there is now going to be great cooperation between mexico the usa something that didn t exist for decades however if for some unknown reason,2019,6,9,2019-06,6,8,,45,2019-06-10,0.010007043960970964,0.004588934564691671,1,263,"['mention', 'yesterday', 'press', 'release', 'particular', 'agree', 'announce', 'appropriate', 'go', 'cooperation', 'mexico', 'usa', 'didn', 't', 'exist', 'decade', 'unknown', 'reason']",mention yesterday press release particular agree announce appropriate go cooperation mexico usa didn t exist decade unknown reason,0.009000000000000001,0.5479999999999999,0.415,0.009000000000000001,0.009000000000000001,0.009000000000000001,trade,0.7351,0.0,0.8740000000000001,0.126
Twitter for iPhone,RT @realDonaldTrump: I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariffs s…,2019-06-09 00:10:47-04:00,54307.0,0.0,rt i am pleased to inform you that the united states of america has reached a signed agreement with mexico the tariffs s,2019,6,9,2019-06,6,0,@realDonaldTrump,23,2019-06-10,0.010007043960970964,0.004588934564691671,1,120,"['pleased', 'inform', 'united', 'state', 'reach', 'sign', 'agreement', 'mexico', 'tariff', 's']",pleased inform united state reach sign agreement mexico tariff s,0.017,0.916,0.017,0.017,0.017,0.017,trade,0.8519,0.0,0.66,0.34
Twitter for iPhone,RT @realDonaldTrump: MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,2019-06-09 00:09:51-04:00,33039.0,0.0,rt mexico has agreed to immediately begin buying large quantities of agricultural product from our great patriot farmers,2019,6,9,2019-06,6,0,@realDonaldTrump,18,2019-06-10,0.010007043960970964,0.004588934564691671,1,120,"['mexico', 'agree', 'immediately', 'begin', 'buy', 'large', 'quantity', 'agricultural', 'product', 'patriot', 'farmer']",mexico agree immediately begin buy large quantity agricultural product patriot farmer,0.014,0.93,0.014,0.014,0.014,0.014,trade,0.8384,0.0,0.6809999999999999,0.319
Twitter for iPhone,"I would like to thank the President of Mexico, Andres Manuel Lopez Obrador, and his foreign minister, Marcelo Ebrard, together with all of the many representatives of both the United States and Mexico, for working so long and hard to get our agreement on immigration completed!",2019-06-08 10:20:59-04:00,29037.0,134416.0,i would like to thank the president of mexico andres manuel lopez obrador and his foreign minister marcelo ebrard together with all of the many representatives of both the united states and mexico for working so long and hard to get our agreement on immigration completed,2019,6,8,2019-06,5,10,,46,2019-06-09,0.010007043960970964,0.004588934564691671,1,271,"['mexico', 'andre', 'manuel', 'lopez', 'obrador', 'foreign', 'minister', 'marcelo', 'ebrard', 'representative', 'united', 'state', 'mexico', 'work', 'long', 'hard', 'agreement', 'immigration', 'complete']",mexico andre manuel lopez obrador foreign minister marcelo ebrard representative united state mexico work long hard agreement immigration complete,0.008,0.892,0.008,0.075,0.008,0.009000000000000001,trade,0.8634,0.031,0.76,0.209
Twitter for iPhone,"Mexico will try very hard, and if they do that, this will be a very successful agreement for both the United States and Mexico!",2019-06-08 07:02:17-04:00,17182.0,92057.0,mexico will try very hard and if they do that this will be a very successful agreement for both the united states and mexico,2019,6,8,2019-06,5,7,,24,2019-06-09,0.010007043960970964,0.004588934564691671,1,124,"['mexico', 'try', 'hard', 'successful', 'agreement', 'united', 'state', 'mexico']",mexico try hard successful agreement united state mexico,0.019,0.907,0.019,0.019,0.019,0.019,trade,0.8741,0.052000000000000005,0.618,0.33
Twitter for iPhone,"I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariffs scheduled to be implemented by the U.S. on Monday, against Mexico, are hereby indefinitely suspended. Mexico, in turn, has agreed to take strong measures to....",2019-06-07 20:31:07-04:00,55891.0,239263.0,i am pleased to inform you that the united states of america has reached a signed agreement with mexico the tariffs scheduled to be implemented by the u s on monday against mexico are hereby indefinitely suspended mexico in turn has agreed to take strong measures to,2019,6,7,2019-06,4,20,,47,2019-06-08,0.010007043960970964,0.004588934564691671,1,266,"['pleased', 'inform', 'united', 'state', 'reach', 'sign', 'agreement', 'mexico', 'tariff', 'schedule', 'implement', 'u', 's', 'monday', 'mexico', 'indefinitely', 'suspend', 'mexico', 'turn', 'agree', 'strong', 'measure']",pleased inform united state reach sign agreement mexico tariff schedule implement u s monday mexico indefinitely suspend mexico turn agree strong measure,0.008,0.96,0.008,0.008,0.008,0.008,trade,0.8909999999999999,0.054000000000000006,0.675,0.272
Twitter for iPhone,"“House Republicans support the President on Tariffs with Mexico all the way, &amp; that makes any measure the President takes on the Border totally Veto proof. Why wouldn’t you as Republicans support him when that will allow our President to make a better deal.” Thank you @GOPLeader",2019-06-05 04:20:14-04:00,17252.0,71555.0,house republicans support the president on tariffs with mexico all the way that makes any measure the president takes on the border totally veto proof why wouldn t you as republicans support him when that will allow our president to make a better deal thank you,2019,6,5,2019-06,2,4,@GOPLeader,46,2019-06-06,0.008662146681859717,0.006502675496621757,1,261,"['house', 'republican', 'support', 'tariff', 'mexico', 'way', 'make', 'measure', 'take', 'border', 'totally', 'veto', 'proof', 'wouldn', 't', 'republican', 'support', 'allow', 'well', 'deal']",house republican support tariff mexico way make measure take border totally veto proof wouldn t republican support allow well deal,0.008,0.563,0.404,0.008,0.008,0.008,trade,0.8934,0.0,0.768,0.23199999999999998
Twitter for iPhone,"Could not have been treated more warmly in the United Kingdom by the Royal Family or the people. Our relationship has never been better, and I see a very big Trade Deal down the road. “This trip has been an incredible success for the President.” @IngrahamAngle",2019-06-05 04:02:27-04:00,21740.0,113592.0,could not have been treated more warmly in the united kingdom by the royal family or the people our relationship has never been better and i see a very big trade deal down the road this trip has been an incredible success for the president,2019,6,5,2019-06,2,4,@IngrahamAngle,45,2019-06-06,0.008662146681859717,0.006502675496621757,1,239,"['treat', 'warmly', 'united', 'kingdom', 'royal', 'family', 'relationship', 'well', 'trade', 'deal', 'road', 'trip', 'incredible', 'success']",treat warmly united kingdom royal family relationship well trade deal road trip incredible success,0.011,0.585,0.011,0.37,0.011,0.011,trade,0.8116,0.044000000000000004,0.775,0.18100000000000002
Twitter for iPhone,"....Fake News will be working hard to find them. Great love all around. Also, big Trade Deal is possible once U.K. gets rid of the shackles. Already starting to talk!",2019-06-03 13:41:37-04:00,22267.0,124305.0,fake news will be working hard to find them great love all around also big trade deal is possible once u k gets rid of the shackles already starting to talk,2019,6,3,2019-06,0,13,,31,2019-06-04,-0.0025428925345001296,0.02170663891923219,1,156,"['work', 'hard', 'find', 'love', 'trade', 'deal', 'possible', 'u', 'k', 'get', 'rid', 'shackle', 'start', 'talk']",work hard find love trade deal possible u k get rid shackle start talk,0.013,0.821,0.013,0.013,0.013,0.127,trade,0.7263,0.115,0.665,0.22
Twitter for iPhone,"Hearing word that Russia, Syria and, to a lesser extent, Iran, are bombing the hell out of Idlib Province in Syria, and indiscriminately killing many innocent civilians. The World is watching this butchery. What is the purpose, what will it get you? STOP!",2019-06-02 19:49:30-04:00,23268.0,92245.0,hearing word that russia syria and to a lesser extent iran are bombing the hell out of idlib province in syria and indiscriminately killing many innocent civilians the world is watching this butchery what is the purpose what will it get you stop,2019,6,2,2019-06,6,19,,43,2019-06-03,-0.013475289443698912,-0.0025428925345001296,0,245,"['hear', 'word', 'russia', 'syria', 'less', 'extent', 'iran', 'bomb', 'hell', 'idlib', 'province', 'syria', 'indiscriminately', 'kill', 'innocent', 'civilian', 'world', 'watch', 'butchery', 'purpose', 'stop']",hear word russia syria less extent iran bomb hell idlib province syria indiscriminately kill innocent civilian world watch butchery purpose stop,0.008,0.647,0.322,0.008,0.008,0.008,trade,-0.8962,0.228,0.727,0.045
Twitter for iPhone,"90% of the Drugs coming into the United States come through Mexico &amp; our Southern Border. 80,000 people died last year, 1,000,000 people ruined. This has gone on for many years &amp; nothing has been done about it. We have a 100 Billion Dollar Trade Deficit with Mexico. It’s time!",2019-05-31 10:41:24-04:00,29155.0,109598.0,90 of the drugs coming into the united states come through mexico our southern border 80 000 people died last year 1 000 000 people ruined this has gone on for many years nothing has been done about it we have a 100 billion dollar trade deficit with mexico it s time,2019,5,31,2019-05,4,10,,52,2019-06-01,-0.013475289443698912,-0.0025428925345001296,0,266,"['drug', 'come', 'united', 'state', 'come', 'mexico', 'southern', 'border', 'die', 'year', 'ruin', 'go', 'year', 'billion', 'dollar', 'trade', 'deficit', 'mexico', 's']",drug come united state come mexico southern border die year ruin go year billion dollar trade deficit mexico s,0.009000000000000001,0.956,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,trade,-0.784,0.166,0.7859999999999999,0.048
Twitter for iPhone,"Hard to believe that with the Crisis on the Border, the Dems won’t do the quick and easy fix. Would solve the problem but they want Open Borders, which equals crime!",2019-05-31 09:14:26-04:00,19394.0,81206.0,hard to believe that with the crisis on the border the dems won t do the quick and easy fix would solve the problem but they want open borders which equals crime,2019,5,31,2019-05,4,9,,32,2019-06-01,-0.013475289443698912,-0.0025428925345001296,0,161,"['hard', 'believe', 'crisis', 'border', 'dem', 'win', 't', 'quick', 'easy', 'fix', 'solve', 'problem', 'open', 'border', 'equal', 'crime']",hard believe crisis border dem win t quick easy fix solve problem open border equal crime,0.01,0.948,0.01,0.011,0.01,0.011,trade,-0.7809,0.27,0.608,0.122
Twitter for iPhone,"On June 10th, the United States will impose a 5% Tariff on all goods coming into our Country from Mexico, until such time as illegal migrants coming through Mexico, and into our Country, STOP. The Tariff will gradually increase until the Illegal Immigration problem is remedied,..",2019-05-30 19:30:19-04:00,39633.0,162835.0,on june 10th the united states will impose a 5 tariff on all goods coming into our country from mexico until such time as illegal migrants coming through mexico and into our country stop the tariff will gradually increase until the illegal immigration problem is remedied,2019,5,30,2019-05,3,19,,46,2019-05-31,0.002731196428084948,-0.013475289443698912,0,271,"['june', '10th', 'united', 'state', 'impose', 'tariff', 'good', 'come', 'country', 'mexico', 'illegal', 'migrant', 'come', 'mexico', 'country', 'stop', 'tariff', 'gradually', 'increase', 'illegal', 'immigration', 'problem', 'remedie']",june 10th united state impose tariff good come country mexico illegal migrant come mexico country stop tariff gradually increase illegal immigration problem remedie,0.006999999999999999,0.965,0.006999999999999999,0.006999999999999999,0.006999999999999999,0.006999999999999999,trade,-0.873,0.254,0.66,0.086
Twitter for iPhone,"The real trade war began 30 years ago, and we lost. This is a bright new Age, the Age of Enlightenment. We don’t lose anymore! https://t.co/5ECmBpsI6D",2019-05-25 02:57:23-04:00,18988.0,69665.0,the real trade war began 30 years ago and we lost this is a bright new age the age of enlightenment we don t lose anymore,2019,5,25,2019-05,5,2,,26,2019-05-26,0.0022683205712596965,-0.00930053401690567,0,121,"['real', 'trade', 'war', 'begin', 'year', 'ago', 'lose', 'bright', 'age', 'age', 'enlightenment', 'don', 'lose', 'anymore']",real trade war begin year ago lose bright age age enlightenment don lose anymore,0.011,0.944,0.011,0.011,0.011,0.011,trade,-0.7424,0.27,0.645,0.085
Twitter for iPhone,"RT @Jim_Jordan: We could work together on the big problems facing America.

We could solve the border crisis, lower the cost of prescriptio…",2019-05-25 02:51:37-04:00,12616.0,0.0,rt we could work together on the big problems facing america we could solve the border crisis lower the cost of prescriptio,2019,5,25,2019-05,5,2,@Jim_Jordan,22,2019-05-26,0.0022683205712596965,-0.00930053401690567,0,123,"['work', 'problem', 'face', 'solve', 'border', 'crisis', 'lower', 'cost', 'prescriptio']",work problem face solve border crisis lower cost prescriptio,0.017,0.916,0.017,0.017,0.017,0.017,trade,-0.802,0.302,0.638,0.06
Twitter for iPhone,71% of Voters rate the Economy as Excellent or Good. The highest number in more than 18 years! @QuinnipiacPoll,2019-05-23 21:19:25-04:00,17331.0,74299.0,71 of voters rate the economy as excellent or good the highest number in more than 18 years,2019,5,23,2019-05,3,21,@QuinnipiacPoll,18,2019-05-24,-0.012218569264107916,0.0022683205712596965,1,91,"['voter', 'rate', 'economy', 'excellent', 'good', 'high', 'number', 'year']",voter rate economy excellent good high number year,0.019,0.8059999999999999,0.119,0.019,0.019,0.019,trade,0.8016,0.0,0.6609999999999999,0.33899999999999997
Twitter for iPhone,"Much of the Wall being built at the Southern Border is a complete demolition and rebuilding of old and worthless barriers with a brand new Wall and footings. Problem is, the Haters say that is not a new Wall, but rather a renovation. Wrong, and we must build where most needed....",2019-05-22 07:22:36-04:00,19481.0,96019.0,much of the wall being built at the southern border is a complete demolition and rebuilding of old and worthless barriers with a brand new wall and footings problem is the haters say that is not a new wall but rather a renovation wrong and we must build where most needed,2019,5,22,2019-05,2,7,,51,2019-05-23,-0.0030714633670217983,-0.012218569264107916,0,271,"['wall', 'build', 'southern', 'border', 'complete', 'demolition', 'rebuilding', 'old', 'worthless', 'barrier', 'brand', 'wall', 'footing', 'problem', 'hater', 'wall', 'renovation', 'wrong', 'build', 'need']",wall build southern border complete demolition rebuilding old worthless barrier brand wall footing problem hater wall renovation wrong build need,0.008,0.96,0.008,0.008,0.008,0.008,trade,-0.8422,0.17600000000000002,0.8240000000000001,0.0
Twitter for iPhone,"I am very disappointed that Mexico is doing virtually nothing to stop illegal immigrants from coming to our Southern Border where everyone knows that because of the Democrats, our Immigration Laws are totally flawed &amp; broken...",2019-05-21 12:16:53-04:00,24258.0,109588.0,i am very disappointed that mexico is doing virtually nothing to stop illegal immigrants from coming to our southern border where everyone knows that because of the democrats our immigration laws are totally flawed broken,2019,5,21,2019-05,1,12,,35,2019-05-22,0.009015664348695385,-0.0030714633670217983,0,221,"['disappointed', 'mexico', 'virtually', 'stop', 'illegal', 'immigrant', 'come', 'southern', 'border', 'know', 'immigration', 'law', 'totally', 'flawed', 'break']",disappointed mexico virtually stop illegal immigrant come southern border know immigration law totally flawed break,0.011,0.948,0.011,0.01,0.01,0.01,trade,-0.7459,0.221,0.674,0.105
Twitter for iPhone,".....was very good and highly professional to deal with - and if for any reason I didn’t like them, I would have gone elsewhere....there was always plenty of money around and banks to choose from. They would be very happy to take my money. Fake News!",2019-05-20 07:20:54-04:00,14015.0,73999.0,was very good and highly professional to deal with and if for any reason i didn t like them i would have gone elsewhere there was always plenty of money around and banks to choose from they would be very happy to take my money fake news,2019,5,20,2019-05,0,7,,47,2019-05-21,-0.006612034797257582,0.009015664348695385,1,236,"['good', 'highly', 'professional', 'deal', 'reason', 'didn', 't', 'go', 'plenty', 'money', 'bank', 'choose', 'happy', 'money']",good highly professional deal reason didn t go plenty money bank choose happy money,0.012,0.94,0.012,0.012,0.012,0.012,trade,0.7832,0.055999999999999994,0.763,0.18100000000000002
Twitter for iPhone,"....Now the new big story is that Trump made a lot of money and buys everything for cash, he doesn’t need banks. But where did he get all of that cash? Could it be Russia? No, I built a great business and don’t need banks, but if I did they would be there...and DeutscheBank......",2019-05-20 07:20:53-04:00,13959.0,72571.0,now the new big story is that trump made a lot of money and buys everything for cash he doesn t need banks but where did he get all of that cash could it be russia no i built a great business and don t need banks but if i did they would be there and deutschebank,2019,5,20,2019-05,0,7,,57,2019-05-21,-0.006612034797257582,0.009015664348695385,1,262,"['story', 'lot', 'money', 'buy', 'cash', 'doesn', 't', 'need', 'bank', 'cash', 'russia', 'build', 'business', 'don', 't', 'need', 'bank', 'deutschebank']",story lot money buy cash doesn t need bank cash russia build business don t need bank deutschebank,0.13,0.831,0.01,0.01,0.01,0.01,trade,0.7912,0.0,0.898,0.102
Twitter for iPhone,"....for Life in 2020. If we are foolish and do not stay UNITED as one, all of our hard fought gains for Life can, and will, rapidly disappear!",2019-05-18 23:37:09-04:00,18758.0,90497.0,for life in 2020 if we are foolish and do not stay united as one all of our hard fought gains for life can and will rapidly disappear,2019,5,18,2019-05,5,23,,28,2019-05-19,-0.006465123122761707,-0.006612034797257582,0,133,"['life', 'foolish', 'stay', 'united', 'hard', 'fight', 'gain', 'life', 'rapidly', 'disappear']",life foolish stay united hard fight gain life rapidly disappear,0.015,0.924,0.015,0.015,0.015,0.015,trade,-0.7555,0.308,0.624,0.068
Twitter for iPhone,"Courts &amp; Dems in Congress, neither of which have a clue, are trying to FORCE migrants into our Country! OUR COUNTRY IS FULL, OUR DETENTION CENTERS, HOSPITALS &amp; SCHOOLS ARE PACKED. Crazy!",2019-05-18 18:33:48-04:00,24163.0,88807.0,courts dems in congress neither of which have a clue are trying to force migrants into our country our country is full our detention centers hospitals schools are packed crazy,2019,5,18,2019-05,5,18,,30,2019-05-19,-0.006465123122761707,-0.006612034797257582,0,175,"['court', 'dem', 'congress', 'clue', 'try', 'force', 'migrant', 'country', 'country', 'detention', 'center', 'hospital', 'school', 'pack', 'crazy']",court dem congress clue try force migrant country country detention center hospital school pack crazy,0.103,0.494,0.252,0.13,0.011,0.011,trade,-0.7365,0.172,0.828,0.0
Twitter for iPhone,"Border Patrol is apprehending record numbers of people at the Southern Border. The bad “hombres,” of which there are many, are being detained &amp; will be sent home. Those which we release under the ridiculous Catch &amp; Telease loophole, are being registered and will be removed later!",2019-05-17 06:44:53-04:00,15756.0,65359.0,border patrol is apprehending record numbers of people at the southern border the bad hombres of which there are many are being detained will be sent home those which we release under the ridiculous catch telease loophole are being registered and will be removed later,2019,5,17,2019-05,4,6,,45,2019-05-18,-0.006465123122761707,-0.006612034797257582,0,268,"['border', 'patrol', 'apprehend', 'record', 'number', 'southern', 'border', 'bad', 'hombre', 'detain', 'send', 'home', 'release', 'ridiculous', 'catch', 'telease', 'loophole', 'register', 'remove', 'later']",border patrol apprehend record number southern border bad hombre detain send home release ridiculous catch telease loophole register remove later,0.008,0.96,0.008,0.008,0.008,0.008,trade,-0.8398,0.17,0.83,0.0
Twitter for iPhone,"RT @EricTrump: Very proud of @realDonaldTrump - he is going an amazing job!

Trump Average Approval Ratings Skyrocket To Highest Point In Y…",2019-05-15 08:48:33-04:00,16273.0,0.0,rt very proud of he is going an amazing job trump average approval ratings skyrocket to highest point in y,2019,5,15,2019-05,2,8,@EricTrump,20,2019-05-16,0.005857459545323795,0.009261257344146843,1,106,"['proud', 'go', 'amazing', 'job', 'average', 'approval', 'rating', 'skyrocket', 'high', 'point', 'y']",proud go amazing job average approval rating skyrocket high point y,0.015,0.501,0.015,0.015,0.438,0.015,trade,0.8906,0.0,0.654,0.34600000000000003
Twitter for iPhone,"With incredible grit, skill, and pride, the 7,000 workers here at Sempra Energy are helping lead the American Energy Revolution. They are not only making our nation WEALTHIER but they are making America SAFER by building a future of American Energy INDEPENDENCE! https://t.co/Hqn9wEIXo9",2019-05-14 17:14:12-04:00,14688.0,59092.0,with incredible grit skill and pride the 7 000 workers here at sempra energy are helping lead the american energy revolution they are not only making our nation wealthier but they are making america safer by building a future of american energy independence,2019,5,14,2019-05,1,17,,43,2019-05-15,0.009043684168821729,0.005857459545323795,1,257,"['incredible', 'grit', 'skill', 'pride', 'worker', 'sempra', 'energy', 'help', 'lead', 'energy', 'revolution', 'make', 'nation', 'wealthier', 'make', 'safe', 'build', 'future', 'energy', 'independence']",incredible grit skill pride worker sempra energy help lead energy revolution make nation wealthier make safe build future energy independence,0.008,0.5539999999999999,0.008,0.414,0.008,0.008,trade,0.9275,0.0,0.684,0.316
Twitter for iPhone,"Our great Patriot Farmers will be one of the biggest beneficiaries of what is happening now. Hopefully China will do us the honor of continuing to buy our great farm product, the best, but if not your Country will be making up the difference based on a very high China buy......",2019-05-14 07:29:35-04:00,15910.0,78617.0,our great patriot farmers will be one of the biggest beneficiaries of what is happening now hopefully china will do us the honor of continuing to buy our great farm product the best but if not your country will be making up the difference based on a very high china buy,2019,5,14,2019-05,1,7,,51,2019-05-15,0.009043684168821729,0.005857459545323795,1,269,"['patriot', 'farmer', 'big', 'beneficiary', 'happen', 'hopefully', 'china', 'honor', 'continue', 'buy', 'farm', 'product', 'good', 'country', 'make', 'difference', 'base', 'high', 'china', 'buy']",patriot farmer big beneficiary happen hopefully china honor continue buy farm product good country make difference base high china buy,0.008,0.888,0.008,0.08,0.008,0.008,trade,0.8898,0.0,0.769,0.231
Twitter for iPhone,"When the time is right we will make a deal with China. My respect and friendship with President Xi is unlimited but, as I have told him many times before, this must be a great deal for the United States or it just doesn’t make any sense. We have to be allowed to make up some.....",2019-05-14 07:16:58-04:00,20249.0,107048.0,when the time is right we will make a deal with china my respect and friendship with president xi is unlimited but as i have told him many times before this must be a great deal for the united states or it just doesn t make any sense we have to be allowed to make up some,2019,5,14,2019-05,1,7,,57,2019-05-15,0.009043684168821729,0.005857459545323795,1,271,"['right', 'deal', 'china', 'respect', 'friendship', 'xi', 'unlimited', 'tell', 'time', 'deal', 'united', 'state', 'doesn', 'sense', 'allow']",right deal china respect friendship xi unlimited tell time deal united state doesn sense allow,0.011,0.948,0.01,0.01,0.01,0.01,trade,0.9239,0.0,0.7959999999999999,0.204
Twitter for iPhone,"....so that they will be more competitive for USA buyers. We are now a much bigger economy than China, and have substantially increased in size since the great 2016 Election. We are the “piggy bank” that everyone wants to raid and take advantage of. NO MORE!",2019-05-14 06:31:11-04:00,14440.0,71829.0,so that they will be more competitive for usa buyers we are now a much bigger economy than china and have substantially increased in size since the great 2016 election we are the piggy bank that everyone wants to raid and take advantage of no more,2019,5,14,2019-05,1,6,,46,2019-05-15,0.009043684168821729,0.005857459545323795,1,247,"['competitive', 'usa', 'buyer', 'big', 'economy', 'china', 'substantially', 'increase', 'size', 'election', 'piggy', 'bank', 'want', 'raid', 'advantage']",competitive usa buyer big economy china substantially increase size election piggy bank want raid advantage,0.01,0.948,0.01,0.01,0.01,0.01,trade,0.7811,0.054000000000000006,0.7490000000000001,0.19699999999999998
Twitter for iPhone,"In one year Tariffs have rebuilt our Steel Industry - it is booming! We placed a 25% Tariff on “dumped” steel from China &amp; other countries, and we now have a big and growing industry. We had to save Steel for our defense and auto industries, both of which are coming back strong!",2019-05-14 06:15:50-04:00,18806.0,80684.0,in one year tariffs have rebuilt our steel industry it is booming we placed a 25 tariff on dumped steel from china other countries and we now have a big and growing industry we had to save steel for our defense and auto industries both of which are coming back strong,2019,5,14,2019-05,1,6,,51,2019-05-15,0.009043684168821729,0.005857459545323795,1,267,"['year', 'tariff', 'rebuild', 'steel', 'industry', 'boom', 'place', 'tariff', 'dump', 'steel', 'china', 'country', 'grow', 'industry', 'save', 'steel', 'defense', 'auto', 'industry', 'come', 'strong']",year tariff rebuild steel industry boom place tariff dump steel china country grow industry save steel defense auto industry come strong,0.008,0.962,0.008,0.008,0.008,0.008,trade,0.8513,0.0,0.8270000000000001,0.17300000000000001
Twitter for iPhone,"Great to welcome Chairman Shin from Lotte Group to the WH. They just invested $3.1 BILLION into Louisiana-biggest investment in U.S. EVER from a South Korean company, &amp; thousands more jobs for Americans. Great partners like ROK know the U.S. economy is running stronger than ever! https://t.co/WaJxDeTuxj",2019-05-13 17:53:28-04:00,11904.0,46975.0,great to welcome chairman shin from lotte group to the wh they just invested 3 1 billion into louisiana biggest investment in u s ever from a south korean company thousands more jobs for americans great partners like rok know the u s economy is running stronger than ever,2019,5,13,2019-05,0,17,,49,2019-05-14,-0.025130235505791743,0.009043684168821729,1,271,"['welcome', 'chairman', 'shin', 'lotte', 'group', 'wh', 'invest', 'billion', 'louisiana', 'big', 'investment', 'u', 's', 'south', 'korean', 'company', 'thousand', 'job', 'american', 'partner', 'rok', 'know', 'u', 's', 'economy', 'run', 'strong']",welcome chairman shin lotte group wh invest billion louisiana big investment u s south korean company thousand job american partner rok know u s economy run strong,0.006999999999999999,0.747,0.006999999999999999,0.126,0.006999999999999999,0.106,trade,0.9485,0.0,0.7170000000000001,0.28300000000000003
Twitter for iPhone,"Thank you @foxandfriends, great show this morning and congratulations on your number one (by far) rating. Well deserved!",2019-05-13 06:52:30-04:00,11297.0,60037.0,thank you great show this morning and congratulations on your number one by far rating well deserved,2019,5,13,2019-05,0,6,@foxandfriends,17,2019-05-14,-0.025130235505791743,0.009043684168821729,1,100,"['morning', 'congratulation', 'number', 'far', 'rate', 'deserve']",morning congratulation number far rate deserve,0.024,0.536,0.024,0.368,0.024,0.024,trade,0.9215,0.0,0.478,0.522
